Season,Injury,from,until,Days,Games missed,age,player_name,tm_id,sb_id
14/15,Knock,2015-05-14,2015-05-18,4.0,1,23.0,Virgil van Dijk,139208,3669
11/12,Appendectomy,2012-03-29,2012-07-02,95.0,7,20.0,Virgil van Dijk,139208,3669
21/22,Corona virus,2022-01-01,2022-01-08,7.0,1,28.0,Alisson,105470,5547
20/21,Ill,2021-02-01,2021-02-05,4.0,1,27.0,Alisson,105470,5547
20/21,Hip Injury,2020-11-29,2020-12-12,13.0,3,27.0,Alisson,105470,5547
20/21,Shoulder Injury,2020-10-03,2020-10-23,20.0,3,27.0,Alisson,105470,5547
20/21,Ill,2020-09-21,2020-09-27,6.0,1,27.0,Alisson,105470,5547
19/20,Hip Injury,2020-03-01,2020-05-20,80.0,3,26.0,Alisson,105470,5547
19/20,Calf Injury,2019-08-10,2019-10-16,67.0,11,26.0,Alisson,105470,5547
17/18,Muscular problems,2018-05-18,2018-05-22,4.0,1,24.0,Alisson,105470,5547
14/15,Muscle Injury,2015-06-29,2015-07-14,15.0,4,21.0,Alisson,105470,5547
22/23,Muscle Injury,2022-11-05,2022-12-23 00:00:00,40.0,3,27.0,Naby Keïta,302215,8505
22/23,Hamstring Injury,2022-08-01,2022-11-01,92.0,20,27.0,Naby Keïta,302215,8505
21/22,Knee Problems,2022-03-21,2022-04-03,13.0,1,26.0,Naby Keïta,302215,8505
21/22,Hamstring Injury,2021-10-31,2021-12-05,35.0,7,26.0,Naby Keïta,302215,8505
20/21,Ankle Injury,2020-12-20,2021-02-18,60.0,13,25.0,Naby Keïta,302215,8505
20/21,Ligament Injury,2020-12-10,2020-12-15,5.0,1,25.0,Naby Keïta,302215,8505
20/21,Hamstring Injury,2020-11-23,2020-12-05,12.0,3,25.0,Naby Keïta,302215,8505
20/21,Corona virus,2020-10-14,2020-11-03,20.0,6,25.0,Naby Keïta,302215,8505
19/20,Ill,2020-03-10,2020-03-12,2.0,1,24.0,Naby Keïta,302215,8505
19/20,Groin Injury,2020-03-01,2020-03-06,5.0,1,24.0,Naby Keïta,302215,8505
19/20,Angina,2020-02-26,2020-03-03,6.0,2,24.0,Naby Keïta,302215,8505
19/20,groin strain,2020-01-02,2020-01-25,23.0,5,24.0,Naby Keïta,302215,8505
19/20,Ill,2019-11-26,2019-11-28,2.0,1,24.0,Naby Keïta,302215,8505
19/20,Torn muscle bundle,2019-09-22,2019-09-28,6.0,3,24.0,Naby Keïta,302215,8505
19/20,Torn muscle bundle,2019-08-10,2019-09-24,45.0,7,24.0,Naby Keïta,302215,8505
18/19,Groin Injury,2019-05-01,2019-06-21,51.0,5,23.0,Naby Keïta,302215,8505
18/19,Knock,2019-03-12,2019-03-30,18.0,2,23.0,Naby Keïta,302215,8505
18/19,Muscular problems,2018-10-16,2018-11-05,20.0,4,23.0,Naby Keïta,302215,8505
17/18,Knock,2018-05-14,2018-07-01,48.0,0,22.0,Naby Keïta,302215,8505
17/18,Back trouble,2018-04-16,2018-04-19,3.0,0,22.0,Naby Keïta,302215,8505
17/18,Bruise,2018-03-19,2018-03-29,10.0,0,22.0,Naby Keïta,302215,8505
17/18,Thigh Muscle Strain,2018-02-19,2018-03-01,10.0,3,22.0,Naby Keïta,302215,8505
16/17,Hamstring Injury,2016-12-22,2017-01-12,21.0,0,21.0,Naby Keïta,302215,8505
16/17,Metatarsal bone bruise,2016-08-22,2016-09-01,10.0,1,21.0,Naby Keïta,302215,8505
15/16,Thigh Muscle Strain,2016-04-25,2016-05-02,7.0,1,20.0,Naby Keïta,302215,8505
15/16,Malaria,2016-01-14,2016-02-18,35.0,3,20.0,Naby Keïta,302215,8505
15/16,Adductor problems,2015-08-20,2015-08-31,11.0,4,20.0,Naby Keïta,302215,8505
21/22,Shoulder Injury,2021-11-25,2022-01-11,47.0,7,27.0,Lazar Markovic,144303,23528
20/21,Leg Injury,2020-10-21,2020-10-29,8.0,2,26.0,Lazar Markovic,144303,23528
20/21,Leg Injury,2020-08-01,2020-09-05,35.0,7,26.0,Lazar Markovic,144303,23528
19/20,Tear in the abductor muscle,2019-10-16,2019-12-16,61.0,14,25.0,Lazar Markovic,144303,23528
18/19,Calf Injury,2019-03-01,2019-05-31,91.0,10,24.0,Lazar Markovic,144303,23528
16/17,Ankle Injury,2017-05-06,2017-07-05,60.0,0,22.0,Lazar Markovic,144303,23528
16/17,Knock,2016-12-08,2016-12-20,12.0,3,22.0,Lazar Markovic,144303,23528
15/16,Hamstring Injury,2016-02-05,2016-05-20,105.0,23,21.0,Lazar Markovic,144303,23528
15/16,Hamstring Injury,2015-10-29,2015-11-18,20.0,3,21.0,Lazar Markovic,144303,23528
15/16,Hamstring Injury,2015-09-27,2015-10-12,15.0,3,21.0,Lazar Markovic,144303,23528
12/13,Abdominal muscles injury,2013-02-17,2013-03-31,42.0,5,18.0,Lazar Markovic,144303,23528
21/22,Hamstring Injury,2022-03-18,2022-07-29,133.0,8,23.0,Timothy Fosu-Mensah,315131,3465
20/21,Cruciate Ligament Rupture,2021-03-01,2022-01-07,312.0,36,22.0,Timothy Fosu-Mensah,315131,3465
19/20,Knee Injury,2020-01-12,2020-02-29,48.0,10,21.0,Timothy Fosu-Mensah,315131,3465
18/19,Cruciate Ligament Surgery,2019-04-13,2020-01-09,271.0,60,20.0,Timothy Fosu-Mensah,315131,3465
18/19,Shoulder Injury,2018-09-29,2018-10-26,27.0,3,20.0,Timothy Fosu-Mensah,315131,3465
16/17,Shoulder Injury,2017-04-27,2017-05-20,23.0,7,18.0,Timothy Fosu-Mensah,315131,3465
22/23,Muscular problems,2022-07-14,2022-08-10,27.0,4,33.0,Laurent Depoitre,90583,3524
15/16,Stomach complaints,2016-03-07,2016-03-07,0.0,0,26.0,Laurent Depoitre,90583,3524
15/16,Back trouble,2016-03-07,2016-03-07,0.0,0,26.0,Laurent Depoitre,90583,3524
14/15,Back Injury,2015-04-30,2015-06-01,32.0,6,25.0,Laurent Depoitre,90583,3524
21/22,Unknown Injury,2021-10-23,2021-11-06,14.0,3,27.0,Florent Hadergjonaj,238809,3618
21/22,Ill,2021-09-16,2021-09-26,10.0,2,27.0,Florent Hadergjonaj,238809,3618
19/20,Ill,2020-03-12,2020-03-16,4.0,1,25.0,Florent Hadergjonaj,238809,3618
16/17,Unknown Injury,2016-07-22,2016-07-25,3.0,1,22.0,Florent Hadergjonaj,238809,3618
15/16,Adductor problems,2016-04-23,2016-04-27,4.0,1,21.0,Florent Hadergjonaj,238809,3618
15/16,Head Injury,2016-03-13,2016-03-21,8.0,2,21.0,Florent Hadergjonaj,238809,3618
14/15,Ill,2015-04-03,2015-04-07,4.0,1,20.0,Florent Hadergjonaj,238809,3618
14/15,Strain,2015-03-01,2015-03-09,8.0,2,20.0,Florent Hadergjonaj,238809,3618
14/15,Ankle Injury,2014-10-05,2014-10-31,26.0,3,20.0,Florent Hadergjonaj,238809,3618
14/15,Ill,2014-09-18,2014-09-19,1.0,1,20.0,Florent Hadergjonaj,238809,3618
20/21,Calf Strain,2020-08-30,2020-09-30,31.0,4,28.0,Cédric Soares,112988,3329
19/20,Nasal Bone Fracture,2020-06-17,2020-06-26,9.0,3,27.0,Cédric Soares,112988,3329
19/20,Knee Injury,2020-01-21,2020-03-02,41.0,11,27.0,Cédric Soares,112988,3329
19/20,Calf Injury,2019-09-26,2019-11-08,43.0,6,27.0,Cédric Soares,112988,3329
18/19,Calf Strain,2018-12-08,2018-12-31,23.0,5,26.0,Cédric Soares,112988,3329
17/18,Ankle Injury,2017-12-16,2018-01-13,28.0,7,25.0,Cédric Soares,112988,3329
16/17,Ill,2016-12-09,2016-12-18,9.0,3,24.0,Cédric Soares,112988,3329
16/17,Foot Injury,2016-10-02,2016-11-19,48.0,9,24.0,Cédric Soares,112988,3329
15/16,Groin Injury,2015-12-22,2016-01-08,17.0,3,23.0,Cédric Soares,112988,3329
14/15,Fractured Rib,2014-08-17,2014-09-14,28.0,3,22.0,Cédric Soares,112988,3329
13/14,Influenza,2013-07-03,2013-07-07,4.0,0,21.0,Cédric Soares,112988,3329
12/13,Bruised Hip,2013-05-13,2013-06-30,48.0,1,20.0,Cédric Soares,112988,3329
12/13,Thigh Problems,2013-04-13,2013-05-01,18.0,2,20.0,Cédric Soares,112988,3329
19/20,Ankle Injury,2020-02-06,2020-02-20,14.0,3,25.0,Wesley Hoedt,253765,3588
18/19,Foot Injury,2018-11-07,2018-11-09,2.0,0,24.0,Wesley Hoedt,253765,3588
15/16,Muscular problems,2016-05-08,2016-05-31,23.0,2,21.0,Wesley Hoedt,253765,3588
15/16,Knee Problems,2016-01-22,2016-01-29,7.0,1,21.0,Wesley Hoedt,253765,3588
15/16,Ankle problems,2015-10-23,2015-10-27,4.0,1,21.0,Wesley Hoedt,253765,3588
14/15,Knee Injury,2015-04-02,2015-04-16,14.0,2,20.0,Wesley Hoedt,253765,3588
21/22,Hamstring Injury,2021-12-06,2022-05-06,151.0,24,31.0,Alex McCarthy,95976,3619
20/21,Virus Infection,2020-12-30,2021-01-15,16.0,1,30.0,Alex McCarthy,95976,3619
19/20,Knock,2019-09-26,2019-10-05,9.0,1,29.0,Alex McCarthy,95976,3619
18/19,Knock,2019-04-14,2019-05-31,47.0,5,28.0,Alex McCarthy,95976,3619
18/19,Calf Injury,2018-10-14,2018-10-19,5.0,0,28.0,Alex McCarthy,95976,3619
16/17,Hamstring Injury,2016-10-26,2017-08-13,291.0,41,26.0,Alex McCarthy,95976,3619
12/13,Shoulder Injury,2012-11-04,2013-03-12,128.0,24,22.0,Alex McCarthy,95976,3619
21/22,Knee Problems,2021-12-09,2022-02-05,58.0,12,36.0,Steven Davis,28973,3828
19/20,Bruised Foot,2019-12-04,2019-12-26,22.0,6,34.0,Steven Davis,28973,3828
17/18,Achilles tendon problems,2018-04-19,2018-05-13,24.0,6,32.0,Steven Davis,28973,3828
17/18,Achilles tendon problems,2018-02-12,2018-04-18,65.0,8,32.0,Steven Davis,28973,3828
10/11,Achilles tendon problems,2011-03-21,2011-04-01,11.0,0,25.0,Steven Davis,28973,3828
21/22,Cruciate Ligament Rupture,2022-02-07,2022-08-21,195.0,16,29.0,Manolo Gabbiadini,112343,3949
21/22,Ankle Injury,2021-08-23,2021-10-05,43.0,7,29.0,Manolo Gabbiadini,112343,3949
20/21,Inguinal Hernia,2020-12-14,2021-02-13,61.0,10,28.0,Manolo Gabbiadini,112343,3949
20/21,Muscular problems,2020-10-12,2020-11-19,38.0,5,28.0,Manolo Gabbiadini,112343,3949
20/21,Unknown Injury,2020-09-16,2020-09-25,9.0,1,28.0,Manolo Gabbiadini,112343,3949
19/20,Corona virus,2020-03-12,2020-03-31,19.0,0,27.0,Manolo Gabbiadini,112343,3949
19/20,Muscle Fatigue,2019-09-26,2019-10-02,6.0,1,27.0,Manolo Gabbiadini,112343,3949
18/19,Hamstring Injury,2018-09-19,2018-09-28,9.0,1,26.0,Manolo Gabbiadini,112343,3949
16/17,Groin Strain,2017-03-19,2017-04-15,27.0,5,24.0,Manolo Gabbiadini,112343,3949
16/17,Muscle Fatigue,2016-11-14,2016-11-19,5.0,1,24.0,Manolo Gabbiadini,112343,3949
15/16,Distortion of the ankle,2015-11-18,2015-12-18,30.0,7,23.0,Manolo Gabbiadini,112343,3949
14/15,Muscular problems,2015-03-12,2015-03-14,2.0,1,22.0,Manolo Gabbiadini,112343,3949
14/15,Adductor problems,2014-08-25,2014-09-06,12.0,1,22.0,Manolo Gabbiadini,112343,3949
13/14,sprain,2014-04-06,2014-04-26,20.0,3,21.0,Manolo Gabbiadini,112343,3949
12/13,Adductor problems,2013-01-28,2013-02-08,11.0,1,20.0,Manolo Gabbiadini,112343,3949
12/13,Muscle Fatigue,2013-01-01,2013-01-09,8.0,1,20.0,Manolo Gabbiadini,112343,3949
21/22,Thigh Problems,2022-05-12,2022-05-25,13.0,3,27.0,Fabinho,225693,3247
20/21,Muscle Injury,2021-02-11,2021-03-01,18.0,4,26.0,Fabinho,225693,3247
20/21,Muscular problems,2021-01-26,2021-02-06,11.0,3,26.0,Fabinho,225693,3247
20/21,Hamstring Injury,2020-10-27,2020-11-21,25.0,4,26.0,Fabinho,225693,3247
19/20,Ankle Injury,2019-11-28,2020-01-18,51.0,13,25.0,Fabinho,225693,3247
18/19,Head Injury,2019-04-22,2019-05-03,11.0,2,24.0,Fabinho,225693,3247
18/19,Hamstring Injury,2019-01-20,2019-01-29,9.0,0,24.0,Fabinho,225693,3247
18/19,Ill,2018-08-09,2018-08-11,2.0,0,24.0,Fabinho,225693,3247
22/23,Calf Injury,2022-10-11,2022-10-26,15.0,5,30.0,Joel Matip,82105,3502
21/22,Ill,2022-03-03,2022-03-07,4.0,1,29.0,Joel Matip,82105,3502
21/22,Corona virus,2021-12-30,2022-01-06,7.0,1,29.0,Joel Matip,82105,3502
20/21,Ankle Injury,2021-01-28,2021-07-01,154.0,23,28.0,Joel Matip,82105,3502
20/21,groin strain,2020-12-28,2021-01-21,24.0,5,28.0,Joel Matip,82105,3502
20/21,Back trouble,2020-12-14,2020-12-17,3.0,1,28.0,Joel Matip,82105,3502
20/21,Bruise,2020-10-19,2020-11-02,14.0,4,28.0,Joel Matip,82105,3502
20/21,Thigh Problems,2020-09-14,2020-10-15,31.0,5,28.0,Joel Matip,82105,3502
20/21,Ankle Injury,2020-06-22,2020-07-30,38.0,8,28.0,Joel Matip,82105,3502
19/20,Knee Injury,2019-10-28,2020-01-16,80.0,19,27.0,Joel Matip,82105,3502
18/19,Collarbone fracture,2018-12-13,2019-01-10,28.0,6,26.0,Joel Matip,82105,3502
17/18,Hamstring Injury,2018-04-02,2018-07-02,91.0,11,25.0,Joel Matip,82105,3502
17/18,Muscle Injury,2017-11-30,2017-12-25,25.0,6,25.0,Joel Matip,82105,3502
16/17,Ankle Injury,2016-12-12,2017-01-09,28.0,6,24.0,Joel Matip,82105,3502
16/17,Ankle Injury,2016-11-28,2016-12-05,7.0,2,24.0,Joel Matip,82105,3502
14/15,Thigh muscle rupture,2015-02-23,2015-03-05,10.0,1,22.0,Joel Matip,82105,3502
14/15,Fractured Foot,2014-11-27,2015-01-01,35.0,6,22.0,Joel Matip,82105,3502
14/15,Bruised Foot,2014-10-20,2014-11-20,31.0,5,22.0,Joel Matip,82105,3502
14/15,Tear in the abductor muscle,2014-09-11,2014-09-22,11.0,3,22.0,Joel Matip,82105,3502
21/22,Hamstring Injury,2022-06-13,2022-06-28,15.0,2,29.0,Xherdan Shaqiri,86792,3533
21/22,Calf Injury,2022-04-03,2022-04-21,18.0,3,29.0,Xherdan Shaqiri,86792,3533
20/21,Muscle Injury,2020-11-16,2020-12-26,40.0,9,28.0,Xherdan Shaqiri,86792,3533
19/20,Calf Injury,2020-01-12,2020-07-04,174.0,16,27.0,Xherdan Shaqiri,86792,3533
19/20,Thigh Muscle Strain,2019-12-28,2020-01-10,13.0,3,27.0,Xherdan Shaqiri,86792,3533
19/20,Calf Injury,2019-09-23,2019-11-26,64.0,12,27.0,Xherdan Shaqiri,86792,3533
18/19,Calf Injury,2019-06-10,2019-08-03,54.0,0,26.0,Xherdan Shaqiri,86792,3533
18/19,Pubitis,2019-03-18,2019-03-31,13.0,1,26.0,Xherdan Shaqiri,86792,3533
17/18,Muscular problems,2018-03-18,2018-03-29,11.0,0,25.0,Xherdan Shaqiri,86792,3533
16/17,Muscle Injury,2016-11-03,2016-11-18,15.0,1,24.0,Xherdan Shaqiri,86792,3533
16/17,Calf Injury,2016-08-17,2016-09-24,38.0,7,24.0,Xherdan Shaqiri,86792,3533
15/16,Hamstring Injury,2016-03-13,2016-04-08,26.0,2,23.0,Xherdan Shaqiri,86792,3533
15/16,Muscle Injury,2015-10-08,2015-10-12,4.0,0,23.0,Xherdan Shaqiri,86792,3533
14/15,Muscle Injury,2015-03-16,2015-03-18,2.0,0,22.0,Xherdan Shaqiri,86792,3533
14/15,Adductor problems,2014-12-09,2014-12-15,6.0,2,22.0,Xherdan Shaqiri,86792,3533
13/14,Torn muscle bundle,2014-04-05,2014-05-15,40.0,10,21.0,Xherdan Shaqiri,86792,3533
13/14,Torn muscle bundle,2014-02-15,2014-03-05,18.0,4,21.0,Xherdan Shaqiri,86792,3533
13/14,Torn muscle bundle,2013-10-13,2013-11-30,48.0,9,21.0,Xherdan Shaqiri,86792,3533
12/13,Ankle Injury,2013-01-28,2013-02-09,12.0,2,20.0,Xherdan Shaqiri,86792,3533
10/11,Torn muscle bundle,2011-03-20,2011-04-25,36.0,6,18.0,Xherdan Shaqiri,86792,3533
22/23,Calf Injury,2022-08-26,2022-09-28,33.0,5,34.0,Adam Lallana,43530,4090
21/22,Hamstring Injury,2022-03-12,2022-04-01,20.0,2,33.0,Adam Lallana,43530,4090
21/22,Hamstring Injury,2022-01-14,2022-01-22,8.0,2,33.0,Adam Lallana,43530,4090
21/22,Leg Injury,2021-12-01,2021-12-14,13.0,2,33.0,Adam Lallana,43530,4090
20/21,Groin Strain,2021-01-03,2021-01-26,23.0,4,32.0,Adam Lallana,43530,4090
20/21,Groin Strain,2020-12-28,2021-01-01,4.0,1,32.0,Adam Lallana,43530,4090
20/21,Groin Strain,2020-11-29,2020-12-15,16.0,2,32.0,Adam Lallana,43530,4090
20/21,Groin Strain,2020-11-22,2020-11-27,5.0,0,32.0,Adam Lallana,43530,4090
18/19,Knock,2019-04-01,2019-05-31,60.0,10,30.0,Adam Lallana,43530,4090
18/19,Knock,2019-01-06,2019-01-18,12.0,2,30.0,Adam Lallana,43530,4090
18/19,Knock,2018-11-09,2018-12-04,25.0,4,30.0,Adam Lallana,43530,4090
18/19,Groin Strain,2018-09-04,2018-10-19,45.0,7,30.0,Adam Lallana,43530,4090
17/18,Hamstring Injury,2018-03-31,2018-05-13,43.0,11,29.0,Adam Lallana,43530,4090
17/18,Hamstring Injury,2017-07-31,2017-11-25,117.0,21,29.0,Adam Lallana,43530,4090
16/17,Hamstring Injury,2017-03-27,2017-04-27,31.0,5,28.0,Adam Lallana,43530,4090
16/17,Minor Knock,2016-11-17,2016-12-01,14.0,3,28.0,Adam Lallana,43530,4090
16/17,Groin Strain,2016-09-29,2016-10-17,18.0,2,28.0,Adam Lallana,43530,4090
15/16,Calf Problems,2016-02-11,2016-02-25,14.0,3,27.0,Adam Lallana,43530,4090
15/16,Thigh Problems,2015-08-24,2015-09-17,24.0,4,27.0,Adam Lallana,43530,4090
14/15,Groin Injury,2015-03-23,2015-04-23,31.0,4,26.0,Adam Lallana,43530,4090
14/15,Hamstring Injury,2015-01-01,2015-01-19,18.0,4,26.0,Adam Lallana,43530,4090
14/15,Knee Injury,2014-07-24,2014-09-01,39.0,3,26.0,Adam Lallana,43530,4090
12/13,Knee Injury,2012-12-10,2013-01-28,49.0,8,24.0,Adam Lallana,43530,4090
10/11,Knee Surgery,2010-09-02,2010-09-23,21.0,4,22.0,Adam Lallana,43530,4090
22/23,Gastric problems,2022-10-25,2022-11-01,7.0,2,27.0,Aboubakar Kamara,290951,10280
22/23,Fracture,2022-07-27,2022-09-02,37.0,7,27.0,Aboubakar Kamara,290951,10280
20/21,Ill,2021-02-02,2021-02-12,10.0,3,25.0,Aboubakar Kamara,290951,10280
19/20,Unknown Injury,2020-06-15,2020-07-21,36.0,8,24.0,Aboubakar Kamara,290951,10280
19/20,Unknown Injury,2020-01-03,2020-02-02,30.0,6,24.0,Aboubakar Kamara,290951,10280
18/19,Unknown Injury,2019-03-08,2019-04-01,24.0,2,23.0,Aboubakar Kamara,290951,10280
18/19,Cals Sclerosis,2019-02-14,2019-03-04,18.0,4,23.0,Aboubakar Kamara,290951,10280
17/18,Thigh Problems,2017-09-27,2017-10-13,16.0,1,22.0,Aboubakar Kamara,290951,10280
20/21,Meniscal Injury,2021-02-17,2021-06-01,104.0,12,26.0,Ibrahima Cissé,160380,22171
15/16,Cruciate Ligament Injury,2015-12-10,2016-05-06,148.0,18,21.0,Ibrahima Cissé,160380,22171
22/23,Biceps femoris muscle injury,2022-10-31,2022-11-26,26.0,4,29.0,Romelu Lukaku,96341,3289
22/23,Hamstring Injury,2022-08-29,2022-10-25,57.0,12,29.0,Romelu Lukaku,96341,3289
21/22,Ankle Injury,2022-06-03,2022-06-30,27.0,0,28.0,Romelu Lukaku,96341,3289
21/22,Corona virus,2021-12-16,2021-12-25,9.0,3,28.0,Romelu Lukaku,96341,3289
21/22,Sprain,2021-10-21,2021-11-21,31.0,6,28.0,Romelu Lukaku,96341,3289
20/21,Contracture,2021-01-03,2021-01-06,3.0,2,27.0,Romelu Lukaku,96341,3289
20/21,Tear in the abductor muscle,2020-10-29,2020-11-06,8.0,2,27.0,Romelu Lukaku,96341,3289
19/20,Tear in the abductor muscle,2020-07-10,2020-07-18,8.0,2,26.0,Romelu Lukaku,96341,3289
19/20,Muscle Injury,2019-09-30,2019-10-06,6.0,2,26.0,Romelu Lukaku,96341,3289
18/19,Hamstring Injury,2019-04-29,2019-05-31,32.0,2,25.0,Romelu Lukaku,96341,3289
18/19,Foot Injury,2019-03-11,2019-03-29,18.0,1,25.0,Romelu Lukaku,96341,3289
18/19,Muscle Injury,2018-11-02,2018-11-10,8.0,2,25.0,Romelu Lukaku,96341,3289
17/18,Ankle Injury,2018-04-29,2018-05-19,20.0,5,24.0,Romelu Lukaku,96341,3289
17/18,Head Injury,2017-12-31,2018-01-04,4.0,1,24.0,Romelu Lukaku,96341,3289
14/15,Thigh Problems,2015-03-22,2015-04-18,27.0,4,21.0,Romelu Lukaku,96341,3289
13/14,Torn ankle ligament,2014-01-28,2014-02-28,31.0,5,20.0,Romelu Lukaku,96341,3289
20/21,Knock,2020-10-17,2020-12-01,45.0,10,27.0,Jesse Lingard,141660,3293
19/20,Ill,2020-01-09,2020-01-14,5.0,1,26.0,Jesse Lingard,141660,3293
19/20,Hamstring Injury,2019-10-04,2019-10-23,19.0,2,26.0,Jesse Lingard,141660,3293
19/20,Ill,2019-09-07,2019-09-18,11.0,1,26.0,Jesse Lingard,141660,3293
18/19,Knee Injury,2019-04-26,2019-05-11,15.0,2,25.0,Jesse Lingard,141660,3293
18/19,Hamstring Injury,2019-02-13,2019-03-16,31.0,7,25.0,Jesse Lingard,141660,3293
18/19,groin strain,2018-09-25,2018-10-27,32.0,6,25.0,Jesse Lingard,141660,3293
18/19,Knock,2018-08-01,2018-08-18,17.0,1,25.0,Jesse Lingard,141660,3293
16/17,Ankle Injury,2016-08-07,2016-09-09,33.0,4,23.0,Jesse Lingard,141660,3293
14/15,Knee Injury,2014-08-16,2014-12-08,114.0,16,21.0,Jesse Lingard,141660,3293
22/23,Fitness,2022-09-08,2022-09-17,9.0,2,34.0,Juan Mata,44068,3294
20/21,Muscle Injury,2021-02-25,2021-04-03,37.0,8,32.0,Juan Mata,44068,3294
18/19,Hamstring Injury,2019-02-24,2019-03-16,20.0,6,30.0,Juan Mata,44068,3294
16/17,Groin Surgery,2017-03-30,2017-04-28,29.0,8,28.0,Juan Mata,44068,3294
19/20,Knee Injury,2020-06-12,2021-09-09,454.0,78,27.0,Phil Jones,117996,3314
19/20,Knock,2019-09-26,2019-10-19,23.0,3,27.0,Phil Jones,117996,3314
18/19,Knock,2019-04-22,2019-05-04,12.0,2,26.0,Phil Jones,117996,3314
18/19,Ill,2019-02-13,2019-03-16,31.0,7,26.0,Phil Jones,117996,3314
18/19,Hamstring Injury,2018-08-06,2018-08-25,19.0,2,26.0,Phil Jones,117996,3314
17/18,Hamstring Injury,2018-02-15,2018-04-10,54.0,9,25.0,Phil Jones,117996,3314
17/18,Hamstring Injury,2017-11-13,2017-11-30,17.0,4,25.0,Phil Jones,117996,3314
16/17,Toe Injury,2017-03-20,2017-05-04,45.0,10,24.0,Phil Jones,117996,3314
16/17,Knee Injury,2016-09-05,2016-11-03,59.0,13,24.0,Phil Jones,117996,3314
15/16,Ankle Injury,2016-02-08,2016-04-04,56.0,12,23.0,Phil Jones,117996,3314
15/16,Sprained Ankle,2016-01-04,2016-02-03,30.0,6,23.0,Phil Jones,117996,3314
15/16,Sprained Ankle,2015-11-23,2015-12-10,17.0,4,23.0,Phil Jones,117996,3314
15/16,Venous occlusion,2015-08-06,2015-09-24,49.0,10,23.0,Phil Jones,117996,3314
14/15,Ankle Injury,2015-04-13,2015-04-30,17.0,2,22.0,Phil Jones,117996,3314
14/15,Shinbone injury,2014-10-23,2014-12-11,49.0,7,22.0,Phil Jones,117996,3314
14/15,Hamstring Injury,2014-09-08,2014-10-06,28.0,4,22.0,Phil Jones,117996,3314
13/14,Shoulder Injury,2014-05-05,2014-06-23,49.0,2,21.0,Phil Jones,117996,3314
13/14,Concussion,2014-02-17,2014-03-06,17.0,2,21.0,Phil Jones,117996,3314
13/14,Knee Injury,2013-12-26,2014-01-06,11.0,4,21.0,Phil Jones,117996,3314
12/13,Ankle Injury,2013-02-18,2013-04-01,42.0,8,20.0,Phil Jones,117996,3314
12/13,Knee Injury,2012-09-10,2012-11-08,59.0,13,20.0,Phil Jones,117996,3314
12/13,Back Injury,2012-08-06,2012-09-06,31.0,3,20.0,Phil Jones,117996,3314
10/11,Cruciate ligament stretch,2010-12-20,2011-02-28,70.0,12,18.0,Phil Jones,117996,3314
22/23,Muscle Injury,2022-09-04,2022-09-19,15.0,5,24.0,Marcus Rashford,258923,3318
21/22,Bronchitis,2022-05-04,2022-05-19,15.0,1,23.0,Marcus Rashford,258923,3318
21/22,Dead Leg,2022-01-13,2022-01-17,4.0,1,23.0,Marcus Rashford,258923,3318
21/22,Shoulder Injury,2021-07-14,2021-10-15,93.0,10,23.0,Marcus Rashford,258923,3318
20/21,Shoulder Injury,2020-11-08,2020-11-20,12.0,0,22.0,Marcus Rashford,258923,3318
19/20,Back Injury,2020-01-16,2020-06-05,141.0,13,21.0,Marcus Rashford,258923,3318
19/20,Hip Injury,2019-09-22,2019-09-30,8.0,3,21.0,Marcus Rashford,258923,3318
18/19,Ankle Injury,2019-03-18,2019-03-26,8.0,0,20.0,Marcus Rashford,258923,3318
20/21,Knee Injury,2020-11-30,2020-12-01,1.0,0,29.0,David de Gea,59377,3333
19/20,Groin Strain,2019-10-16,2019-10-19,3.0,0,28.0,David de Gea,59377,3333
16/17,Abdominal Influenza,2017-06-05,2017-06-10,5.0,0,25.0,David de Gea,59377,3333
15/16,Knee Injury,2016-02-18,2016-02-28,10.0,4,24.0,David de Gea,59377,3333
14/15,Hamstring Injury,2015-05-19,2015-06-10,22.0,1,23.0,David de Gea,59377,3333
14/15,Finger Injury,2014-11-19,2014-11-20,1.0,0,23.0,David de Gea,59377,3333
22/23,Adductor problems,2022-10-26,2022-10-31,5.0,2,34.0,Nemanja Matić,74683,3381
21/22,Shinbone injury,2022-02-10,2022-02-18,8.0,2,33.0,Nemanja Matić,74683,3381
19/20,Unknown Injury,2019-10-20,2019-12-11,52.0,12,31.0,Nemanja Matić,74683,3381
18/19,Ill,2019-04-04,2019-04-15,11.0,2,30.0,Nemanja Matić,74683,3381
18/19,Bruise,2019-03-18,2019-03-29,11.0,0,30.0,Nemanja Matić,74683,3381
18/19,Calf muscle strain,2019-02-20,2019-03-10,18.0,5,30.0,Nemanja Matić,74683,3381
18/19,Ankle Injury,2018-10-07,2018-10-19,12.0,0,30.0,Nemanja Matić,74683,3381
18/19,Abdominal Strain,2018-06-28,2018-08-26,59.0,2,30.0,Nemanja Matić,74683,3381
14/15,Ankle Injury,2015-02-26,2015-03-09,11.0,2,26.0,Nemanja Matić,74683,3381
22/23,Ruptured cruciate ligament,2022-10-12,2023-05-31,231.0,8,32.0,Marcos Rojo,93176,3602
22/23,Calf Problems,2022-09-27,2022-10-10,13.0,3,32.0,Marcos Rojo,93176,3602
22/23,Torn muscle bundle,2022-08-01,2022-08-23,22.0,5,32.0,Marcos Rojo,93176,3602
